"Product.Name","Date.Issued.Updated","Link"
"Lactated Ringer's Irrigation, 3000mL by Hospira: Recall - Mold Contamination",2015-03-12,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm437818.htm"
"Magnesium Sulfate in 5 Percent Dextrose Injection by Hospira: Recall - Incorrect Barcode Labeling",2015-03-06,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm437113.htm"
"Medistat RX Sterile Drug Products: Recall - Possible Contamination",2015-09-10,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm461850.htm"
"Mucinex Fast-MAX Products: Recall - Incorrect Labeling",2015-04-22,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm444082.htm"
"Non-aspirin Nonsteroidal Anti-inflammatory Drugs (NSAIDs): Drug Safety Communication - FDA Strengthens Warning of Increased Chance of Heart Attack or Stroke",2015-07-09,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm454141.htm"
"4mg Norepinephrine Bitartrate (16mcg/mL) Added to 0.9% Sodium Chloride in 250mL Viaflex Bag and 8mg Norepinephrine Bitartrate (32mcg/mL) Added to 0.9% Sodium Chloride in 250mL Viaflex Bag by Pharmedium: Recall - Discoloration",2015-12-31,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm479680.htm"
"Over-the-Counter Asthma Products Labeled as Homeopathic: FDA Statement - Consumer Warning About Potential Health Risks",2015-03-19,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm439014.htm"
"Picato (ingenol mebutate) Gel: Drug Safety Communication - FDA Warns of Severe Adverse Events, Requires Label Changes",2015-08-21,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm459311.htm"
"Plavix (clopidogrel): Drug Safety Communication - Long-term Treatment Does Not Change Risk of Death",2015-11-06,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm471531.htm"
"Potiga (ezogabine): Drug Safety Communication - FDA Determines 2013 Labeling Adequate to Manage Risks of Retinal Abnormalities, Potential Vision Loss, and Skin Discoloration",2015-06-16,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm451181.htm"
"Products from Prescription Center Pharmacy in Fayetteville, N.C.: Recall - Lack of Sterility Assurance",2015-04-02,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm441001.htm"
"Prescription and Over-the-Counter (OTC) Pain Medicines: Drug Safety Communication - FDA Review of Possible Risks of Pain Medicine Use During Pregnancy",2015-01-09,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm429604.htm"
"Proglycem (diazoxide): Drug Safety Communication - Reports of Pulmonary Hypertension in Infants and Newborns",2015-07-16,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm455125.htm"
"Prolotherapy with Phenol by Hartley Medical: Recall - Non-sterility Concerns",2015-08-18,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm458832.htm"
"Refresh Lacri-Lube, Refresh P.M., FML 0.1 Percent and Blephamide 10 Percent/0.2 Percent by Allergan: Recall - Particulate Matter",2015-08-25,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm459496.htm"
"Rosiglitazone-containing Diabetes Medicines: Drug Safety Communication - FDA Eliminates the Risk Evaluation and Mitigation Strategy (REMS)",2015-12-16,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm477601.htm"
"SGLT2 Inhibitors: Drug Safety Communication - Labels to Include Warnings About Too Much Acid in the Blood and Serious Urinary Tract Infections",2015-12-04,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm475553.htm"
"SGLT2 inhibitors: Drug Safety Communication - FDA Warns Medicines May Result in a Serious Condition of Too Much Acid in the Blood",2015-05-15,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm446994.htm"
"Simulated IV Solutions from Wallcur: CDER Statement- FDA's Investigation into Patients being Injected",2015-01-14,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm430360.htm"
"Sterile Human and Veterinary Compounded Drugs by Moses Lake Professional Pharmacy: Recall - Lack of Sterility Assurance",2015-07-24,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm455931.htm"
"Testosterone Products: Drug Safety Communication - FDA Cautions About Using Testosterone Products for Low Testosterone Due to Aging; Requires Labeling Change to Inform of Possible Increased Risk of Heart Attack And Stroke",2015-05-15,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm436280.htm"
"Tramadol: Drug Safety Communication - FDA Evaluating Risks of Using in Children Aged 17 and Younger",2015-09-21,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm463499.htm"
"Treanda (bendamustine hydrochloride) Solution by Teva: FDA Statement - Not Compatible with Closed System Transfer Devices, Adapters, and Syringes Containing Polycarbonate or Acrylonitrile-Butadiene-Styrene",2015-09-04,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm437626.htm"
"Unapproved Prescription Ear Drop (Otic) Products: Not FDA Evaluated for Safety, Effectiveness and Quality",2015-07-01,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm453430.htm"
"Sterile Compounded Products by US Compounding, Inc: Recall - Lack of Sterility Assurance",2015-09-24,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm464086.htm"
"Hepatitis C Treatments Viekira Pak and Technivie: Drug Safety Communication - Risk of Serious Liver Injury",2015-10-22,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm468757.htm"
"Virazole (Ribavirin Powder For Solution) by Valeant Pharmaceutical North America, LLC: Recall- Due to Microbial Contamination",2015-01-02,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm428700.htm"
"Zerbaxa (ceftolozane and tazobactam): Drug Safety Communication - FDA Cautions About Dose Confusion and Medication Errors",2015-05-20,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm447629.htm"
"Zyprexa Relprevv (olanzapine pamoate): Drug Safety Communication - FDA Review of Study Sheds Light on Two Deaths Associated with the Injectable Schizophrenia Drug",2015-03-23,"http://wayback.archive-it.org/7993/20170111132847/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm439472.htm"
"Acetaminophen Prescription Combination Drug Products with more than 325 mg: FDA Statement - Recommendation to Discontinue Prescribing and Dispensing",2014-01-14,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm381650.htm"
"Acetylcysteine Solution 10 Percent/Roxane: Recall - Glass Particles in Product",2014-02-15,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm386133.htm"
"Assured Brand Naproxen Sodium Tablets by Contract Packaging Resources, Inc.: Recall - Packaging Mix-Up",2014-10-22,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm419769.htm"
"Bo Ying Compound by Eu Yan Sang (Hong Kong) Ltd: FDA/CDER Statement  - Risk of Lead Poisoning",2014-09-26,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm416441.htm"
"Alli (60 mg orlistat capsules) by GlaxoSmithKline: Recall - Product Tampering",2014-03-28,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm391013.htm"
"Baxter IV Sodium Chloride and Potassium Chloride Solutions: Recall - Particulate Matter",2014-07-18,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm405786.htm"
"Calcium gluconate 10 percent Injections by Rx Formulations: Recall -  Microbial Contamination",2014-02-07,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm385125.htm"
"Captomer and Captomer-250 by Thorne Research: FDA Warning - Potential Health Risks",2014-06-13,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm401081.htm"
"CLINIMIX and CLINIMIX E Injection/Baxter: Recall - Particulate Matter in Products",2014-01-06,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm380396.htm"
"CUBICIN (daptomycin for injection) by Cubist Pharmaceuticals: Recall - Presence of Particulate Matter",2014-04-18,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm394025.htm"
"CUBICIN (daptomycin for injection) 500 mg in 10 mL Single Use Vials: Recall - Foreign Particulate Matter",2014-08-09,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm408934.htm"
"Coumadin (warfarin sodium) for Injection by Bristol-Myers Squibb: Recall - Particulate Matter",2014-07-01,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm403583.htm"
"Cubicin (daptomycin for injection) 500 mg in 10 mL Single Use Vials: Recall - Presence Of Particulate Matter",2014-08-07,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm408677.htm"
"Dermatend Original and Dermatend Ultra: Recall - Safety Concerns",2014-09-02,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm412397.htm"
"Dianeal Low Calcium (2.5mEq/L) Peritoneal Dialysis Solution with 2.5 Percent Dextrose 5000mL (Ambu-Flex II): Recall - Presence of Particulate Matter",2014-08-15,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm410307.htm"
"DIANEAL PD-2 Peritoneal Dialysis Solution with 1.5 Percent Dextrose 6000mL: Recall - Contamination With Mold",2014-03-06,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm388323.htm"
"Dobutamine Injection (250mg/20mL)/Hospira: Recall - Visible Particulates",2014-05-15,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm397449.htm"
"Docetaxel: Drug Safety Communication - May Cause Symptoms of Alcohol Intoxication",2014-06-20,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm402106.htm"
"Doribax (doripenem): Drug Safety Communication - Risk When Used to Treat Pneumonia on Ventilated Patients",2014-03-06,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm388328.htm"
"Effexor XR 150 Mg Extended-Release Capsules (Pfizer) and Venlafaxine HCl 150 Mg Extended-Release Capsules (Greenstone): Recall - Possible Presence of Tikosyn Capsules",2014-03-07,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm388352.htm"
"Epidural Corticosteroid Injection: Drug Safety Communication -  Risk of Rare But Serious Neurologic Problems",2014-04-23,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm394530.htm"
"Eszopiclone Containing Sleep Aids: Drug Safety Communication - Can Cause Next-Day Impairment",2014-05-15,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm397536.htm"
"Etomidate Injection/Pfizer-Mylan: Recall - Presence of Particulate Matter and/or Illegible and Missing Lot Number and/or Expiry Date",2014-02-20,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm386618.htm"
"Flawless Beauty and Skin Products: Recall - Unapproved Drugs",2014-04-30,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm395391.htm"
"Gabapentin Capsules, USP 300 mg, by Aurobindo Pharma USA: Recall - Complaints of Empty Capsules",2014-11-24,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm424519.htm"
"Heparin Sodium, 1,000 USP Heparin Units/500 mL (2 USP Heparin Units/mL), In 0.9 percent Sodium Chloride Injection, 500 mL by Hospira: Recall - Particulate Matter",2014-09-12,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm414212.htm"
"Highly Concentrated Potassium Chloride Injection, 10 mEq per 100 mL by Baxter: Recall - Mislabeled Overpouch",2014-11-21,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm424276.htm"
"Hospira Lactated Ringer's And 5% Dextrose Injection, 1000 ML, Flexible Containers: Recall (One Lot) - Mold Contamination",2014-07-11,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm404667.htm"
"Ibuprofen and Oxcarbazepine Tablets by American Health Packaging: Recall - Mislabeled Packaging",2014-07-21,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm406124.htm"
"IV Solutions from Wallcur of San Diego: CDER Statement - FDA Warns Health Care Professionals Not to Inject Patients",2015-04-08,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm428496.htm"
"Ketorolac Tromethamine Injection, USP, 30mg/ml by Sagent Pharmaceuticals: Recall - Incorrect Labeling",2014-10-06,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm417445.htm"
"L-citrulline by Medisca: Alert - Potentially Subpotent Product",2014-02-17,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm385978.htm"
"Lidocaine HCI Injection, USP 10 MG Per ML, 30 ML Single-Dose, Preservative-Free, by Hospira: Recall - Particulate Matter",2014-10-17,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm419322.htm"
"Lidocaine Viscous: Drug Safety Communication - Boxed Warning Required - Should Not Be Used to Treat Teething Pain",2014-06-26,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm402790.htm"
"Lidocaine HCI Injection, USP, 2 percent, by Hospira: Recall - Visible Particulates",2014-07-30,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm407249.htm"
"Lidocaine HCI Injection, USP, by Hospira: Recall - Visible Particulates",2014-04-18,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm394026.htm"
"LifeCare Flexible Intravenous Solutions by Hospira, Inc.: Recall - Potential for Leakage",2014-10-15,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm418887.htm"
"Long-term Antiplatelet Therapy: Safety Announcement - Preliminary Trial Data Shows Benefits But a Higher Risk of Non-Cardiovascular Death",2014-11-16,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm423165.htm"
"Marcaine (Bupivacaine HCI Injection, USP), 0.5 percent, 30 ML, Single-Dose, Preservative-Free Vial: Recall - Visible Particulates",2014-06-18,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm401724.htm"
"Marcaine (Bupivacaine HCI Injection, USP) 0.25 percent, 10 ml, Single-Dose, Preservative-Free Vial: Recall - Visible Particulates",2014-04-22,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm394464.htm"
"Martin Avenue Pharmacy, Inc. Compounded Sterile Preparations: Recall - Lack of Assurance of Sterility",2014-09-02,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm412493.htm"
"Medical Supply Liquidators Injectable Vitamin Products With a ""Sunshine Labs"" Label: Warning - Products Not FDA Approved",2014-06-30,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm403435.htm"
"Mitoxantrone by Hospira: Recall - Confirmed Subpotency and Out-Of-Specification",2014-12-23,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm427967.htm"
"NaturaLyte Liquid Bicarbonate Concentrate: Recall - Potential Health Risk",2014-05-28,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm398553.htm"
"Olmesartan: Drug Safety Communication - FDA Review Finds Cardiovascular Risks for Diabetics Not Conclusive",2014-06-24,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm402616.htm"
"Oregon Compounding Centers, Inc. Unexpired Sterile Products: Recall - Lack of Sterility Assurance",2014-10-10,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm418359.htm"
"Over-The-Counter Topical Acne Products: Drug Safety Communication - Rare But Serious Hypersensitivity Reactions",2014-06-25,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm402722.htm"
"Pharmacy Creations Certain Products: Recall – Potential Non-Sterility",2014-09-06,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm413053.htm"
"Potassium Chloride Injection (Baxter): Recall - Shipping Carton Mislabeling",2014-09-17,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm414957.htm"
"Pleo Homeopathic Drug Products by Terra-Medica: Recall - Potential for Undeclared Penicillin",2014-03-20,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm390002.htm"
"Pradaxa (dabigatran): Drug Safety Communication - Lower Risk for Stroke and Death, but Higher Risk for GI Bleeding Compared to Warfarin",2014-05-13,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm397179.htm"
"Propofol Injectable Emulsion, USP by Hospira: Recall - Visible Particulates",2014-04-18,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm393904.htm"
"Revatio (sildenafil): Drug Safety Communication - FDA Clarifies Warning About Pediatric Use for Pulmonary Arterial Hypertension",2014-03-31,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm391152.htm"
"Rohto Eye Drops - Mentholatum: Recall - Sterility Control Review",2014-01-17,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm382097.htm"
"Saxagliptin (marketed as Onglyza and Kombiglyze XR): Drug Safety Communication - FDA to Review Heart Failure Risk",2014-02-11,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm385471.htm"
"Sodium Phosphate Over-the-Counter Products: Drug Safety Communication - Possible Harm From Exceeding Recommended Dose",2014-01-08,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm380833.htm"
"Testosterone Products: FDA/CDER Statement - Risk of Venous Blood Clots",2014-06-20,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm402054.htm"
"0.9 Percent Sodium Chloride Injection USP in 100 mL MINI-BAG PLUS Container by Baxter: Recall - Particulate Matter",2014-12-16,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm426996.htm"
"Sodium Chloride IV 0.9 Percent by Baxter: Recall - Particulate Matter",2014-08-13,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/ucm409962.htm"
"Soliris (eculizumab) Concentrated Solution for IV Infusion by Alexion: Recall - Visible Particulates",2014-06-02,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm399536.htm"
"Sterile Drug Products by Unique Pharmaceuticals Ltd.: Recall - Lack of Sterility Assurance",2014-07-11,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm404786.htm"
"Tecfidera (dimethyl fumarate) by Biogen Idec: Drug Safety Communication - Case of Rare Brain Infection PML Reported",2014-11-25,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm424752.htm"
"Testosterone Products: Drug Safety Communication - FDA Investigating Risk of Cardiovascular Events",2014-01-31,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm384225.htm"
"Vancomycin Hydrochloride for Injection USP, Equivalent to 1 Gram Vancomycin (Sterile Powder) by Hospira, Inc.: Recall - Uncontrolled Storage During Transit",2014-10-08,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm418065.htm"
"VPRIV (velaglucerase alfa for injection): Recall - Visible Particulate Matter",2014-03-14,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm389326.htm"
"Labetalol Hydrochloride Injection 100 MG/20 ML (5MG/ML), 20 ML, Multidose Vial by Hospira: Recall - Visible Particulates",2014-05-16,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm397775.htm"
"Sterile Drug Products by Downing Labs (aka NuVision Pharmacy): Drug Alert - Lack of Sterility Assurance",2014-09-09,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm405941.htm"
"Xolair (omalizumab): Drug Safety Communication - Slightly Elevated Risk of Cardiovascular and Cerebrovascular Serious Adverse Events",2014-09-26,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm416408.htm"
"Ziprasidone (Marketed as Geodon and Generics): Drug Safety Communication - Rare But Potentially Fatal Skin Reactions",2014-12-11,"http://wayback.archive-it.org/7993/20170111132857/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm426624.htm"
"Hospira brand Lidocaine and Marcaine: Recall - Presence Of  Particulate",2013-10-21,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm370783.htm"
"Abrams Royal Pharmacy Sterile Products - Recall - Lack of Sterility Assurance",2013-12-19,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm379383.htm"
