"control_number","date_decision","decision","drug_name","link_id","manufacturer","medical_ingredient","type_submission"
"181379","2016-01-05","Approved","NATESTO","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00122","Acerus Pharmaceuticals Srl","testosterone","New Drug Submission"
"184993","2016-05-25","Approved","TALTZ","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00123","Eli Lilly Canada Inc.","Ixekizumab","New Drug Submission"
"184564","2016-06-10","Approved","INFLECTRA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00124","Celltrion Healthcare Co. Ltd.","infliximab","Supplemental New Drug Submission"
"180916","2015-11-27","Approved","INVEGA SUSTENNA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00125","Janssen Inc.","paliperidone palmitate","Supplement to a New Drug Submission"
"185929","2016-06-23","Approved","INVEGA TRINZA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00126","Janssen Inc","paliperidone palmitate","Supplement to a New Drug Submission"
"185383","2016-06-01","Approved","INVOKAMET","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00127","Janssen Inc.","metformin hcl, canagliflozin","New Drug Submission"
"180682","2015-11-24","Approved","JAKAVI","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00128","Novartis Pharmaceuticals Canada Inc.","ruxolitinib phosphate","Supplement to a New Drug Submission"
"186275","2016-04-15","Approved","KEYTRUDA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00129","Merck Canada Inc.","Pembrolizumab","Supplement to a New Drug Submission"
"182823","2016-04-29","Approved","LYNPARZA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00130","AstraZeneca Canada Inc.","olaparib","New Drug Submission (New Active Substance)"
"179850","2015-12-03","Approved","NUCALA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00131","Glaxosmithkline Inc.","mepolizumab","New Drug Submission (New Active Substance)"
"174705","2015-05-06","Approved","REVOLADE","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00132","Glaxosmithkline Inc","Eltrombopag olamine","Supplement to a New Drug Submission"
"186641","2016-07-05","Approved","RIXUBIS","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00133","Baxalta Canada Corporation","Recombinant Coagulation Factor IX (rFIX), Nonacog gamma","Supplement to a New Drugs Submission (SNDS)"
"185908","2016-06-23","Approved","SIMPONI","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00134","Janssen Inc.","Golimumab","Supplement to a New Drug Submission"
"188171","2016-07-05","Approved","TAGRISSO","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00135","AstraZeneca Canada Inc.","osimertinib","New Drug Submission"
"179320","2016-05-13","Approved","ZONTIVITY","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00136","Merck Canada Inc.","vorapaxar sulfate","New Drug Submission (New Active Substance)"
"180711","2015-12-04","Approved","BETEFLAM","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00138","Cipher Pharmaceuticals Inc","betamethasone valerate","New Drug Submission"
"184666","2016-05-30","Approved","BRILINTA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00139","AstraZeneca Canada Inc.","ticagrelor","Supplement to a New Drug Submission"
"185873","2016-07-20","Approved","CINQAIR","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00140","Teva Canada Limited","Reslizumab","New Drug Submission"
"189173","2016-05-17","Approved","DAKLINZA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00141","Bristol-Myers Squibb Canada","daclatasvir","Priority Supplement to a New Drug Submission"
"187648","2016-06-29","Approved","DARZALEX","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00143","Janssen Inc.","Daratumumab","New Drug Submission"
"186957","2016-07-08","Approved","ELOCTATE","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00144","Biogen Canada Inc.","Antihemophilic Factor (Recombinant BDD), Fc Fusion Protein","Supplemental New Drug Submission"
"188144","2016-06-21","Approved","EMPLICITI","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00145","Bristol Myers Squibb Canada","Elotuzumab","Priority New Drug Submission (New Active Substance)"
"188216","2016-09-21","Approved","ZEMAIRA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00158","CSL Behring Canada Inc.","Alpha1-Proteinase Inhibitor (Human)","New Drug Submission"
"181399","2015-11-27","Approved","GENVOYA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00146","Gilead Sciences Canada Inc","emtricitabine, elvitegravir, cobicistat, tenofovir alafenamide fumarate","New Drug Submission (New Active Substance)"
"188247","2016-08-16","Approved","ALPROLIX","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00147","Biogen Canada Inc.","Coagulation Factor IX (Recombinant), Fc Fusion Protein","Supplement to a New Drug Submission (SNDS)"
"190498","2016-08-04","Approved","NINLARO","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00148","Takeda Canada Inc","ixazomib citrate","Priority New Drug Submission (New Active Substance)"
"177540","2016-07-05","Approved","SMOFKABIVEN PERIPHERAL","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00149","Fresenius Kabi Canada Ltd.","l-alanine, dextrose, fish oil, glycine, l-arginine, l-histidine hcl, l-isoleucine, l-leucine hcl, l-phenylalanine, l-proline, l-threonine, l-tryptophan, l-valine, magnesium sulfate, l-methionine, olive oil, potassium chloride, serine, sodium glycerophosphate, soybean oil, taurine, l-tyrosine, sodium acetate trihydrate, zinc sulfate heptahydrate, medium-chain triglycerides, l-lysine, calcium chloride dihydrate","New Drug Submission"
"179136","2015-07-28","Approved","IMBRUVICA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00150","Janssen Inc.","ibrutinib","New Drug Submission"
"190730","2016-07-19","Approved","IMBRUVICA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00151","Janssen Inc.","ibrutinib","Priority Supplement to a New Drug Submission"
"187656","2016-08-25","Approved","GIOTRIF","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00161","Boehringer Ingelheim (Canada) Ltd./Ltee","afatinib","Supplement to a New Drug Submission"
"190736","2016-07-27","Approved","JARDIANCE","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00152","Boehringer Ingelheim (Canada) Ltd.","empagliflozin","Priority Supplement to a New Drug Submission"
"184793","2016-06-01","Approved","BRENZYS (sb4)","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00153","Samsung Bioepis Co., Ltd","etanercept","New Drug Submission"
"179294","2016-07-27","Approved","BEPREVE","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00154","Bausch & Lomb Inc.","bepotastine besilate","New Drug Submission (New Active Substance)"
"183534","2016-06-20","Approved","CORTIMENT","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00167","Ferring Inc","Budesonide","New Drug Submission"
"182839","2016-09-13","Approved","ENSTILAR","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00155","Leo Pharma Inc.","betamethasone dipropionate, calcipotriol monohydrate","New Drug Submission"
"188627","2016-08-19","Approved","WILATE","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00156","Octapharma Pharmazeutika Produktionsges.m.b.H","Human von Willebrand Factor (VWF) and Human Coagulation Factor VIII (FVIII)","Supplemental New Drug Submission (SNDS)"
"183885","2016-08-19","Approved","GENTAMICIN INJECTION USP","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00157","Teligent OÜ","gentamicin sulfate","New Drug Submission"
"188597","2016-09-16","Approved","SOMAVERT","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00159","Pfizer Canada Inc.","pegvisomant for injection","Supplement to a New Drug Submission"
"190564","2016-09-20","Approved","MDK-NITISINONE","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00160","Mendelikabs Inc","nitisinone","Priority New Drug Submission (New Active Substance)"
"186488","2016-07-20","Approved","RUPATADINE","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00162","Pediapharm Inc.","Rupatadine fumarate","New Drug Submission (New Active Substance)"
"189442","2016-09-29","Approved","ALECENSARO","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00163","Hoffmann La Roche Limited","Alectinib","New Drug Submission"
"190761","2016-09-30","Approved","VENCLEXTA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00166","AbbVie Corporation","venetoclax","New Drug Submission"
"184061","2016-04-11","Approved","HOLKIRA PAK","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00168","AbbVie Corporation","ritonavir, paritaprevir, ombitasvir, dasabuvir","Supplement to a New Drug Submission"
"180846","2016-09-23","Approved","IZBA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00169","Alcon Canada Inc","Travoprost","New Drug Submission"
"184444","2016-04-29","Approved","DESCOVY","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00170","Gilead Sciences Canada Inc","emtricitabine, tenofovir alafenamide fumarate","New Drug Submission"
"170663","2016-09-23","Approved","HEMANGIOL","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00171","Pierre Fabre Dermo-cosmetique Canada Inc","propranolol hcl","New Drug Submission"
"189307","2016-10-26","Approved","OPDIVO","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00172","Bristol-Myers Squibb Canada","Nivolumab","Supplemental New Drug Submission (SNDS)"
"185866","2016-01-19","Approved","ZEPATIER","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00173","Merck Canada Inc","grazoprevir, elbasvir","Priority New Drug Submission (New Active Substance)"
"190246","2016-06-14","Approved","HARVONI","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00174","Gilead Sciences Canada Inc","ledipasvir, sofosbuvir","Priority Supplement to a New Drug Submission"
"184568","2016-08-05","Approved","REMSIMA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00177","Celltrion Healthcare Co. Ltd.","infliximab","Supplemental New Drug Submission"
"184566","2016-06-24","Approved","PANZYGA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00178","Octapharma Pharmazeutica Produktionsges m.b.H.","Immunoglobulin G 10%","New Drug Submission"
"173577","2016-07-07","Approved","MONOPROST","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00179","Laboratoires Thea","latanoprost","New Drug Submission"
"179088","2016-02-24","Approved","JADENU","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00180","Novartis Pharmaceuticals Canada Inc.","deferasirox","New Drug Submission"
"190521","2016-07-11","Approved","EPCLUSA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00181","Gilead Sciences Canada Inc","sofosbuvir, velpatasvir","Priority New Drug Submission (New Active Substance)"
"190893","2016-11-03","Approved","OCTAGAM 10%","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00183","Octapharma Pharmazeutika Produktionsges.m.b.H","Immune Globulin Intravenous [Human]","Supplement to a New Drug Submission"
"182566","2016-02-05","Approved","VOLIBRIS","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00184","Glaxosmithkline Inc","Ambrisentan","Supplement to a New Drug Submission"
"193199","2016-10-03","Approved","NALOXONE HYDROCHLORIDE NASAL SPRAY","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00185","Adapt Pharma Operations Limited","naloxone hcl","New Drug Submission"
"193770","2016-11-04","Approved","NITISINONE TABLETS","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00186","Cycle Pharmaceuticals Ltd","Nitisinone","Priority New Drug Submission (New Active Substance)"
"190247","2016-11-07","Approved","AREPANRIX H5N1","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00187","ID Biomedical Corporation of Quebec","AS03-adjuvanted Quebec H5N1 influenza vaccine","Supplement to a New Drug Submission (SNDS)"
"189709","2016-11-17","Approved","ADYNOVATE","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00188","Baxalta Canada Corporation","Antihemophilic Factor (Recombinant), Pegylated","New Drug Submission"
"190434","2016-11-22","Approved","KYPROLIS","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00189","Amgen Canada Inc.","carfilzomib","New Drug Submission"
"190560","2016-11-22","Approved","MOVAPO","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00190","Paladin Labs Inc.","apomorphine HCl","New Drug Submission (NDS)"
"189590","2016-11-22","Approved","QTERN","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00191","AstraZeneca Canada Inc.","dapagliflozin, saxagliptin","New Drug Submission"
"190645","2016-12-08","Approved","BAT","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00192","Cangene Corporation","Botulism Antitoxin Heptavalent (A, B, C, D, E, F, G) - (Equine)","Extraordinary Use New Drugs Submission (EUNDS)"
"190458","2016-12-08","Approved","ZINBRYTA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00193","Biogen Canada Inc.","Daclizumab beta","New Drug Submission (NDS)"
"190514","2016-11-15","Approved","HUMIRA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00194","Abbvie Corporation","Adalimumab","Supplement to a New Drug Submission (SNDS)"
"190732","2016-12-12","Approved","STELARA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00195","Janssen Inc.","Ustekinumab","Supplement to a New Drug Submission (SNDS)"
"190743","2016-12-14","Approved","REVLIMID","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00196","Celgene Inc.","lenalidomide","Supplement to a New Drug Submission"
"186786","2016-12-13","Approved","KYLEENA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00197","Bayer Inc.","levonorgestrel","New Drug Submission"
"188534","2016-12-15","Approved","GLYXAMBI","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00198","Boehringer Ingelheim (Canada) Ltd./Ltée.","linagliptin, empagliflozin","New Drug Submission"
"190823","2016-12-05","Approved","DURATOCIN","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00199","Ferring Inc.","carbetocin","Supplement to a New Drug Submission"
"189820","2016-11-09","Approved","DAKLINZA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00200","Bristol-Myers Squibb Canada","daclatasvir","Supplement to a New Drug Submission - Confirmatory"
"190665","2016-11-29","Approved","GALEXOS","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00201","Janssen Inc.","simeprevir","Supplement to a New Drug Submission - Confirmatory"
"190518","2016-11-21","Approved","HOLKIRA PAK","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00202","AbbVie Corporation","ritonavir, paritaprevir, ombitasvir, dasabuvir","Supplement to a New Drug Submission"
"186333","2016-11-26","Approved","DOTAREM","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00203","Guerbet","gadoterate meglumine","New Drug Submission (New Active Substance)"
"191269","2016-12-29","Approved","Gazyza","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00204","Hoffmann-La Roche Limited","obinutuzumab","Supplement to a New Drug Submission"
"191745","2017-01-12","Approved","Kevzara","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00205","Sanofi-Aventis Canada Inc.","sarilumab","New Drug Submission"
"191494","2017-01-06","Approved","Fiasp","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00206","Novo Nordisk Canada Inc.","Insulin aspart","New Drug Submission (NDS)"
"193226","2016-12-13","Approved","Orfadin","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00210","Swedish Orphan Biovitrum Ab (publ)","Nitisinone","Priority New Drug Submission (New Active Substance)"
"195617","2017-01-06","Approved","Ilaris","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00207","Novartis Pharmaceuticals Canada Inc.","canakinumab","Supplement to a New Drug Submission"
"188323","2017-01-05","Approved","Mictoryl, Mictoryl Pediatric","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00208","Duchesnay Inc","propiverine hydrochloride","New Drug Submission (New Active Substance)"
"190891","2016-12-12","Approved","Afstyla","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00209","CSL Behring Canada Inc.","lonoctocog alfa  Recombinant Single-Chain Factor VIII (rVIII-SingleChain)","New Drug Submission (NDS)"
"186812","2016-07-29","Approved","Synjardy","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00211","Boehringer Ingelheim (Canada) Ltd Ltee","metformin HCl, empagliflozin","New Drug Submission"
"191280","2017-01-05","Approved","Rapivab","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00212","Biocryst Pharmaceuticals Inc","Peramivir","New Drug Submission (New Active Substance)"
"178389","2015-08-21","Approved","Evicel","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00213","Omrix Biopharmaceuticals Ltd.","Fibrin Sealant Kit","Supplement to a New Drug Submission (SNDS)"
"177290","2015-10-14","Approved","Obizur","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00214","Baxalta Canada Corporation","Antihemophilic Factor (Recombinant), Porcine Sequence","New Drug Submission"
"190451","2017-02-16","Approved","Cuvitru","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00215","Baxalta Canada Corporation","Immune Globulin Subcutaneous (Human), 20%","New Drug Submission"
"192718","2017-02-01","Approved","Imbruvica","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00216","Janssen Inc.","ibrutinib","Supplement to a New Drug Submission"
"188407","2017-02-10","Approved","Replagal","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00217","Shire Human Genetic Therapies, Inc.","agalsidase alfa","New Drug Submission"
"193372","2017-02-10","Approved","Lupron Depot","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00218","Abbvie Corporation","leuprolide acetate","Supplement to a New Drug Submission"
"189795","2017-02-24","Approved","Oncaspar","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00219","Baxalta Canada Corporation","Pegaspargase","New Drug Submission"
"193787","2017-03-14","Approved","Enbrel","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00220","Amgen Canada Inc.","etanercept","Supplement to a New Drug Submission"
"193732","2017-02-28","Approved","Vimpat","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00221","UCB Canada Inc.","lacosamide","Supplement to a New Drug Submission"
"192684","2017-02-16","Approved","Rexulti","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00222","Otsuka Pharmaceutical Co. Ltd.","brexpiprazole","New Drug Submission (New Active Substance)"
"188969","2017-03-07","Approved","Revolade","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00223","Novartis Pharmaceuticals Canada Inc","eltrombopag olamine","Supplement to a New Drug Submission"
"197440","2017-03-31","Approved","Berinert 500/ Berinert 1500","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00224","CSL Behring Canada, Inc.","C1 Esterase Inhibitor (Human)","Schedule D"
"198647","2017-04-13","Approved","Darzalex","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00225","Janssen Inc.","Daratumumab","Supplement to a New Drug Submission (SNDS)"
"193864","2017-04-06","Approved","Erelzi","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00226","Sandoz Canada Inc","etanercept","New Drug Submission"
"192454","2017-02-10","Approved","Odefsey","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00227","Gilead Sciences Canada Inc","emtricitabine, rilpivirine hydrochloride, tenofovir alafenamide fumarate","New Drug Submission"
"193140","2017-02-13","Approved","Harvoni","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00228","Gilead Sciences Canada Inc","ledipasvir, sofosbuvir","Supplement to a New Drug Submission"
"196046","2017-03-15","Approved","Primaquine","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00229","Sanofi-aventis Canada Inc","primaquine phosphate","Supplement to a New Drug Submission"
"194542","2017-04-12","Approved","XOLAIR","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00230","Novartis Pharmaceuticals Canada Inc.","omalizumab","Supplemental New Drug Submission (SNDS)"
"193689","2017-03-16","Approved","Portrazza","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00232","Eli Lilly Canada Inc.","Necitumumab","New Drug Submission (NDS)"
"202533","2017-04-13","Approved","Yervoy","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00233","Bristol Myers Squibb Canada","Ipilimumab","Supplemental New Drug Submission (SNDS)"
"195186","2017-05-04","Approved","ACARIZAX","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00234","ALK-Abello A/S","Standardized Allergen Extract, House Dust Mites (D. farinae and D. pteronyssinus) Sublingual Tablet","New Drug Submission (NDS)"
"194762","2017-04-13","Approved","Invokana","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00235","Janssen Inc.","Canagliflozin","Supplemental New Drug Submission (SNDS)"
"186959","2016-10-18","Approved","Kuvan","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00236","Biomarin Pharmaceutical Inc","sapropterin dihydrochloride","Supplement to a New Drug Submission"
"190817","2017-03-13","Approved","Brinavess","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00237","Cardiome UK Limited","vernakalant hydrochloride","New Drug Submission (New Active Substance)"
"183050","2017-04-21","Approved","Cerdelga","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00238","Sanofi Genzyme, A Division of Sanofi-aventis Canada Inc.","eliglustat tartrate","New Drug Submission (New Active Substance)"
"196843","2017-04-12","Approved","Tecentriq","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00239","Hoffman-La Roche Ltd.","atezolizumab","New Drug Submission"
"194018","2017-03-29","Approved","Tarceva","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00240","Hoffmann-La Roche Limited","erlotinib (as erlotinib hydrochloride)","Supplement to a New Drug Submission"
"180004","2017-04-05","Approved","Utrogestan","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00241","Besins Healthcare S A","progesterone","New Drug Submission"
"195798","2017-05-01","Approved","Revolade","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00242","Novartis Pharmaceuticals Canada Inc.","eltrombopag olamine","Supplement to a New Drug Submission"
"189678","2016-12-08","Approved","Otixal","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00243","Pediapharm Inc","ciprofloxacin hydrochloride, fluocinolone acetonide","New Drug Submission"
"190162","2017-01-26","Approved","Viberzi","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00244","Actavis Specialty Pharmaceuticals Co","eluxadoline","New Drug Submission (New Active Substance)"
"192462","2017-02-03","Approved","Tivicay","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00245","ViiV Healthcare ULC","dolutegravir sodium","Supplement to a New Drug Submission"
"193962","2017-04-05","Approved","Vectibix","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00246","Amgen Canada Inc.","Panitumumab","Supplemental New Drug Submission"
"195649","2017-05-18","Approved","Kineret","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00247","Swedish Orphan Biovitrum AB (publ); Med-Script Associates Ltd. is filing on behalf of the sponsor.","Anakinra","Supplement to a New Drug Submission"
"187363","2016-11-04","Approved","LIXIANA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00248","Daiichi Sankyo Inc","edoxaban","New Drug Submission (New Active Substance)"
"191840","2017-01-17","Approved","Glatect","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00249","Pharmascience Inc","glatiramer acetate","New Drug Submission"
